tweet_id,customer_text,true_intent,pred_intent,intent_confidence,decision,escalation_reason,draft_reply,judge_correctness,judge_groundedness,judge_hallucinated,judge_reasoning
2641005,@115858 so I update my phone and because Iâ€™m in Spain I canâ€™t get to reset my password ðŸ˜¡ðŸ˜¡ðŸ˜¡ðŸ˜¡,account_and_billing,account_and_billing,high,ESCALATE_TO_HUMAN,Business Rule: account_and_billing requires manual verification or physical diagnosis.,@115858 we can help reset your password,0,0,False,SKIPPED to avoid API rate limits
2078855,My phone was literally just on 100% and now itâ€™s on 18% yâ€™all want me to get that 8 that bad huh @115858 ðŸ˜’,software_issue,hardware_issue,high,ESCALATE_TO_HUMAN,Business Rule: hardware_issue requires manual verification or physical diagnosis.,We are sorry to hear about the battery issue. A supervisor will DM you.,0,0,False,SKIPPED to avoid API rate limits
2887420,@AppleSupport Hi - could you please please please disable the feature that automatically capitalises words in your contacts while typing? It is So Damn Annoying.,complaint_feedback,complaint_feedback,high,ESCALATE_TO_HUMAN,"The customer is requesting a specific feature change (disabling auto-capitalization) which is not covered by the provided historical evidence (which only covers agent behavior and app crashes). The historical evidence does not provide a technical solution or a standard response for feature requests, so a human agent is needed to address the specific configuration or feedback.",We are sorry to hear about the frustration with the auto-capitalization feature. A supervisor will DM you to assist with this request.,0,0,False,SKIPPED to avoid API rate limits
1734390,The new ft sound is soooooo terrible ...@115858 can u please switch it back,complaint_feedback,complaint_feedback,high,ESCALATE_TO_HUMAN,"The customer is requesting a specific configuration change ('switch it back') regarding a feature ('ft sound') that is not addressed in the provided historical evidence. The evidence only covers app crashes, agent behavior, and order tracking, making it impossible to provide a grounded technical solution or confirmation of the request.",We are sorry to hear about your experience. Please allow us to investigate this further.,0,0,False,SKIPPED to avoid API rate limits
36648,"@115858 Now i feel so tired with iOS 11,i think better days just only in old iOS before 11.Too many bug,lag,poor battery.Sorry &amp; Goodbye iOS.",software_issue,complaint_feedback,high,ESCALATE_TO_HUMAN,"The customer is expressing strong dissatisfaction and intent to leave the platform, which requires human intervention to retain the customer or address specific unresolved issues not covered by the limited historical evidence.",We are sorry to hear about your experience with iOS 11. Please let us know if you need further assistance.,0,0,False,SKIPPED to avoid API rate limits
2037734,@AppleSupport  every time when I on @68710 ... my screen blast with last one year notifications,software_issue,software_issue,high,ESCALATE_TO_HUMAN,"The customer is reporting a specific software behavior (screen blast with notifications) that does not match the provided historical evidence for app crashes, rude agents, or login issues. The historical evidence does not contain troubleshooting steps for notification display bugs, so a human agent is required to investigate.",We are sorry to hear about the issue with your notifications. Our team will review your account to assist you further.,0,0,False,SKIPPED to avoid API rate limits
1975846,iOS 11.1 released but the bugs still exist on my iPhone 7 as they did before #apps are hanging the phone gets hanged @115858 @AppleSupport,software_issue,software_issue,high,ESCALATE_TO_HUMAN,"The customer is reporting a persistent system-level bug (iOS 11.1) causing device hangs, which is not covered by the limited historical evidence (app reinstall). This requires human investigation.",We are sorry to hear about the issues you are experiencing with your iPhone 7. A supervisor will DM you.,0,0,False,SKIPPED to avoid API rate limits
2117135,These exclamation &amp; question marks pissing me off.... about to throw my whole phone away @115858,complaint_feedback,complaint_feedback,high,ESCALATE_TO_HUMAN,Customer expresses extreme dissatisfaction and intent to discard device; requires human intervention to de-escalate.,@115858 we are sorry to hear about your frustration. A supervisor will DM you.,0,0,False,SKIPPED to avoid API rate limits
1245991,@AppleSupport iOS 11.0.3 and still having the battery drain issue. Thanks for this Apple ðŸ˜‚,software_issue,software_issue,high,ESCALATE_TO_HUMAN,"The customer reports a persistent battery drain issue on iOS 11.0.3. The provided historical evidence does not contain any troubleshooting steps or solutions related to battery drain or iOS updates, making it impossible to provide a grounded technical response.",We are sorry to hear that you are still experiencing issues. A specialist will be with you shortly to assist.,0,0,False,SKIPPED to avoid API rate limits
1211772,@AppleSupport Just updated from 10 to the latest iOS 11 on my iPhone 7plus  phone screen unresponsive many times in just a day since. ðŸ¤”ðŸ˜¡,software_issue,software_issue,high,ESCALATE_TO_HUMAN,"The customer is reporting a hardware/software malfunction (unresponsive screen) following an iOS update. The provided historical evidence only covers app crashes, rude agents, and password resets, offering no specific troubleshooting steps for unresponsive screens or iOS update issues. Therefore, a generic polite message is drafted, and the case is escalated to a human agent for proper technical support.",We are sorry to hear about the issues with your iPhone. Please contact our support team for further assistance.,0,0,False,SKIPPED to avoid API rate limits
512535,@115858 @118936 @118721 @AppleSupport I donâ€™t understand why my purchase ainâ€™t working I need It fixed or Iâ€™m finna blow yâ€™all notifications up you decide!,account_and_billing,complaint_feedback,high,ESCALATE_TO_HUMAN,"The customer's message contains aggressive language and a threat ('finna blow y'all notifications up'), which requires human intervention to de-escalate. Additionally, the specific nature of the 'purchase' issue is unclear, and the provided historical evidence does not contain a direct match for purchase-related troubleshooting.",We are sorry to hear about the issue with your purchase. Please provide more details so we can assist you.,0,0,False,SKIPPED to avoid API rate limits
2007372,@AppleSupport this iOS update has been known to be full of awful glitches for weeks now. Please fix.Iï¸,software_issue,software_issue,high,ESCALATE_TO_HUMAN,"The customer is reporting a systemic software issue (iOS update glitches) and demanding a fix. The provided historical evidence only covers specific app crashes, rude agents, and requests for managers, lacking any specific troubleshooting steps or official statements regarding iOS update bugs. Therefore, the issue cannot be resolved with the available evidence and requires human escalation.",We are sorry to hear about the issues you are experiencing with the iOS update. A supervisor will DM you.,0,0,False,SKIPPED to avoid API rate limits
1631220,Flaw found post day light saving - time isnâ€™t updated in the weather app. Please look into it. @115858 https://t.co/G2qRyVEyNm,software_issue,software_issue,high,ESCALATE_TO_HUMAN,"The specific issue (time not updating after daylight saving) is not covered by the provided historical evidence, which only addresses app crashes, rude agents, and password resets. To avoid hallucinating troubleshooting steps, this must be escalated.",We are sorry to hear about the issue with the Weather app. Please allow our team to investigate this further.,0,0,False,SKIPPED to avoid API rate limits
2519329,@ATT @115858 what is going on? I have an iPhone 6S 11.2 beta and everytime I try to make a call it automatically drops. Please help.,software_issue,software_issue,high,ESCALATE_TO_HUMAN,"The issue involves a specific hardware model (iPhone 6S) and a beta OS version (11.2) with a critical connectivity failure (calls dropping). The provided historical evidence only covers app crashes, manager requests, and service complaints, offering no relevant troubleshooting steps for cellular call failures or beta software issues. Therefore, the issue cannot be resolved with the available evidence and requires human escalation.",We are sorry to hear about the call dropping issue. A specialist will DM you to assist with your iPhone 6S.,0,0,False,SKIPPED to avoid API rate limits
2112844,"Dear @115858 I live in Nigeria, my battery is NEVER sufficiently charged. How can I stop this? Thanks. https://t.co/ycKtK7SMEQ",software_issue,hardware_issue,high,ESCALATE_TO_HUMAN,Business Rule: hardware_issue requires manual verification or physical diagnosis.,We are sorry to hear about the charging issues you are experiencing. Our team will review your case to assist you further.,0,0,False,SKIPPED to avoid API rate limits
863998,@AppleSupport yâ€™all are so RUDE for not letting me cancel my subscription after my free trial,account_and_billing,complaint_feedback,high,ESCALATE_TO_HUMAN,"The customer is expressing a complaint about service quality (rudeness) and requesting a specific action (cancellation) that requires human verification and empathy, which cannot be fully automated based on the provided evidence.",We are sorry to hear about your experience. We will coach the agent and assist with your subscription cancellation.,0,0,False,SKIPPED to avoid API rate limits
1815407,Is there a trade up type of thing with Apple for MacBooks?,how_to_and_inquiry,how_to_and_inquiry,high,ESCALATE_TO_HUMAN,"The customer is asking about a specific trade-in program for MacBooks. The provided historical evidence contains no information regarding trade-in policies, returns, or product inquiries, making it impossible to provide a grounded answer without hallucinating.","I'm sorry, but I don't have the information to answer that question. A specialist will be with you shortly.",0,0,False,SKIPPED to avoid API rate limits
1539317,Hey @AppleSupport can we fix the keyboard on iphone8? Emoji/123 keys swap when switching from portrait to landscape..,software_issue,software_issue,high,ESCALATE_TO_HUMAN,"The customer is reporting a specific hardware/OS interaction bug (keyboard layout swap) on an older device (iPhone 8). The provided historical evidence does not contain any troubleshooting steps or solutions for keyboard issues, only generic app reinstall or error fix statements. Therefore, the issue cannot be resolved with the available evidence and requires human intervention.",We are sorry to hear about the issue with your iPhone 8 keyboard. A supervisor will DM you to assist with this matter.,0,0,False,SKIPPED to avoid API rate limits
1768795,Has anybody reported to @AppleSupport the annoying spell check error when you try to use Iï¸,software_issue,software_issue,high,ESCALATE_TO_HUMAN,"The customer is reporting a specific software bug (spell check error) that is not addressed in the provided historical evidence. The available evidence only covers website errors, payment failures, and app crashes, which are not applicable to this specific text input issue. Therefore, a grounded reply cannot be generated, and the case requires human review.",We are sorry to hear about the issue you are experiencing. Our team is currently investigating this matter and will get back to you shortly.,0,0,False,SKIPPED to avoid API rate limits
2558631,"Want to know why my iPhones Bluetooth and WiFi keep turning on by themselves, like can you not ðŸ™„ @AppleSupport",software_issue,software_issue,high,ESCALATE_TO_HUMAN,"The customer is reporting a specific technical malfunction (Bluetooth/WiFi toggling automatically) which is not addressed by the provided historical evidence (billing, shipping, app crashes). To avoid hallucinating troubleshooting steps, this requires human agent review.",We are sorry to hear about the connectivity issues you are experiencing. Our team is reviewing your case to assist you further.,0,0,False,SKIPPED to avoid API rate limits
2852252,"@115858 High Sierra just screwed up my laptop, too. Safari no longer works. #apple #applesucks",software_issue,software_issue,high,ESCALATE_TO_HUMAN,"The customer is reporting a specific software issue (Safari not working after an OS update) and expressing frustration. The provided historical evidence does not contain specific troubleshooting steps for Safari or OS update issues, only generic examples for app crashes and account issues. Therefore, a generic polite message is drafted, and the case is escalated to a human agent who can provide specific technical support.",We are sorry to hear that Safari is not working on your laptop. Please contact our support team for further assistance.,0,0,False,SKIPPED to avoid API rate limits
2814568,@115858 why the fuck is my shit busted ever since updating!!! I swear yâ€™all be sending out viruses to the older models of iPhones each time a new one comes out and honey ur fucking ugly for that!!,software_issue,complaint_feedback,high,ESCALATE_TO_HUMAN,"The customer is reporting a device malfunction following an update, which is a technical issue not covered by the provided historical evidence (which only covers order tracking, app crashes, and cancellations). Additionally, the message contains severe profanity and personal insults, requiring human intervention for de-escalation.",We are sorry to hear about the issues you are experiencing. Please contact our support team for further assistance.,0,0,False,SKIPPED to avoid API rate limits
2548651,"Hi @115858, any chance you could fix iOS11 for the iPhone 7 please??
Ta https://t.co/KEdm1yTPe2",software_issue,software_issue,high,ESCALATE_TO_HUMAN,"The customer is requesting a fix for a specific legacy OS version (iOS 11) on an older device (iPhone 7). The provided historical evidence only covers app crashes, returns, and payment failures, offering no relevant troubleshooting steps for OS-level issues. Therefore, the issue cannot be resolved with the available evidence.","Hi, thank you for reaching out. We are unable to provide specific troubleshooting steps for iOS 11 issues based on our current records. Please allow our technical team to review your request further.",0,0,False,SKIPPED to avoid API rate limits
2220457,@AppleSupport Will my phone battery life degrades if I use the phone while charging? just asking,how_to_and_inquiry,how_to_and_inquiry,high,ESCALATE_TO_HUMAN,"The provided historical evidence contains no information regarding battery degradation or charging practices, making it impossible to draft a grounded technical answer without hallucinating.",Thank you for reaching out. We have received your inquiry regarding battery life and charging habits. A specialist will review your question and provide a detailed response shortly.,0,0,False,SKIPPED to avoid API rate limits
1572315,Why when I type â€œitâ€ it changes to â€œI.Tâ€? @AppleSupport,software_issue,software_issue,high,ESCALATE_TO_HUMAN,"The customer is reporting a specific software behavior (autocorrect changing 'it' to 'I.T'), which falls under the 'software_issue' taxonomy. However, the provided historical evidence consists only of examples related to billing and customer service complaints. There is no historical evidence or troubleshooting steps available for this specific software issue. Therefore, the issue cannot be resolved with the provided data and must be escalated to a human agent who can investigate the specific device settings or software bug.",We are sorry to hear about the issue with your device. Please contact our support team for further assistance.,0,0,False,SKIPPED to avoid API rate limits
1297965,dear @AppleSupport fix your dam software on the iphone 7,software_issue,software_issue,high,ESCALATE_TO_HUMAN,"The customer's message is vague (""fix your dam software"") and contains aggressive language. The provided historical evidence does not contain specific troubleshooting steps for general software issues on an iPhone 7, only specific examples for app crashes, payment failures, and login issues. Therefore, a grounded specific reply cannot be drafted, and the case requires human review.",We are sorry to hear about the issues you are experiencing with your iPhone 7. Our team will review your case to assist you further.,0,0,False,SKIPPED to avoid API rate limits
2128255,@115858 needs to get it together and fix this â€”â€”&gt; â€ Iï¸ â€œ situation,other,other,high,ESCALATE_TO_HUMAN,Business Rule: Insufficient customer context (intent is 'other').,We are sorry to hear about your experience. A specialist will be with you shortly to assist.,0,0,False,SKIPPED to avoid API rate limits
2352150,@AppleSupport When are you going to fix this bug? https://t.co/5WsdOTe8hu,software_issue,software_issue,high,ESCALATE_TO_HUMAN,"The customer is reporting a specific bug with a link, but the historical evidence does not contain a specific resolution for this type of issue, only a generic suggestion to reinstall an app which may not apply. A human agent is needed to investigate the specific bug.",We are sorry to hear about the issue you are experiencing. Please provide more details about the bug so we can assist you further.,0,0,False,SKIPPED to avoid API rate limits
512552,"HELP... Question for iPhone users.
How do I backup/restore a new phone WITHOUT transferring my 10 000 photos across? 
Wana save storageðŸ¤”???",how_to_and_inquiry,how_to_and_inquiry,high,ESCALATE_TO_HUMAN,"The customer is asking a specific 'how-to' question about iPhone backup/restore settings. The provided historical evidence contains no relevant information regarding iPhone backups, storage management, or setup procedures, so a grounded answer cannot be drafted.",We are sorry to hear you are having trouble with your new iPhone. Our team will assist you with your backup and storage questions.,0,0,False,SKIPPED to avoid API rate limits
747806,@AppleSupport why is my 4 month old 128gb iPhone 7 so damn slow! Itâ€™s going out the f#&amp;Â£ing window in a minute... ðŸ“±ðŸ”¨ðŸ˜¤,software_issue,software_issue,high,ESCALATE_TO_HUMAN,"The customer is reporting a performance issue (slowness) on a relatively new device (4 months old). The provided historical evidence only covers billing and app crashes, offering no specific troubleshooting steps for general device slowness. To avoid hallucinating unsupported advice, this requires human review.",We are sorry to hear about the performance issues with your device. Please allow our team to investigate this further.,0,0,False,SKIPPED to avoid API rate limits
1449221,@AppleSupport I did the update last night and now emojis are displaying as question marks in boxes? Is this a known issue?,software_issue,software_issue,high,ESCALATE_TO_HUMAN,"The provided historical evidence consists solely of billing and subscription examples and contains no information regarding software bugs, iOS updates, or display issues. Therefore, it is impossible to draft a grounded technical reply based strictly on the provided evidence.",We are sorry to hear about the issue with your emojis. Please allow our team to investigate this further.,0,0,False,SKIPPED to avoid API rate limits
61297,@AppleSupport my shit not updating,software_issue,software_issue,high,ESCALATE_TO_HUMAN,"The customer reports a software update failure, but the provided historical evidence contains no relevant examples for troubleshooting software updates or iOS issues. The existing evidence only covers order tracking, subscription cancellation, and agent conduct, which are insufficient to ground a specific technical solution.",We are sorry to hear about the update issue. Please provide your device model and iOS version so we can assist you further.,0,0,False,SKIPPED to avoid API rate limits
2420079,"@AppleSupport any idea why all my apps keep crashing, when Iâ€™m on my apps there super slow, phone constantly freezes and my 4G isnâ€™t working?",software_issue,software_issue,high,ESCALATE_TO_HUMAN,"The customer reports multiple complex issues (app crashes, freezing, 4G failure) that are not covered by the limited historical evidence (which only suggests reinstalling for a single app crash). The 4G and freezing issues require human diagnosis.",We are sorry to hear about the issues you are experiencing with your device. Please allow our team to investigate further.,0,0,False,SKIPPED to avoid API rate limits
1936274,@115858 @AppleSupport  can you please so out battery life please and my battery went from 20% to 0% in 2 minuets wtf,software_issue,hardware_issue,high,ESCALATE_TO_HUMAN,Business Rule: hardware_issue requires manual verification or physical diagnosis.,We are sorry to hear about the battery issue. Please allow our team to investigate this further.,0,0,False,SKIPPED to avoid API rate limits
1593293,"HAHAHAHA 

Iï¸ love it.",other,other,high,ESCALATE_TO_HUMAN,Business Rule: Insufficient customer context (intent is 'other').,Thank you for your feedback! We are glad to hear that you are happy.,0,0,False,SKIPPED to avoid API rate limits
1142074,@AppleSupport Please read this. Can you help? https://t.co/ggZFHBWN2P,other,other,high,ESCALATE_TO_HUMAN,Business Rule: Insufficient customer context (intent is 'other').,We are sorry to hear you are experiencing issues. Please provide more details about the problem so we can assist you further.,0,0,False,SKIPPED to avoid API rate limits
1332338,@AppleSupport I accidentally bought a $50 apple store card through email instead of iTunes card. Is there a way I could replace/return it?,how_to_and_inquiry,account_and_billing,high,ESCALATE_TO_HUMAN,Business Rule: account_and_billing requires manual verification or physical diagnosis.,We are sorry to hear about the issue with your purchase. Please contact our support team directly to assist with your return request.,0,0,False,SKIPPED to avoid API rate limits
2009153,@AppleSupport text correction is not working for the letter I.  What else you got?,software_issue,software_issue,high,ESCALATE_TO_HUMAN,"The customer is reporting a specific software bug (text correction failing for a specific letter). The provided historical evidence contains no relevant information regarding software issues, text correction, or troubleshooting steps for iOS features. Therefore, a grounded reply cannot be drafted, and the issue requires human agent intervention.",We are sorry to hear that text correction is not working for you. Our team will review this issue and assist you further.,0,0,False,SKIPPED to avoid API rate limits
2596422,My Apple ID has been disabled for the last few hours...@AppleSupport has been no help at all. ðŸ™„,account_and_billing,account_and_billing,high,ESCALATE_TO_HUMAN,Business Rule: account_and_billing requires manual verification or physical diagnosis.,We are sorry to hear about the trouble with your Apple ID. Our team is reviewing your account status to assist you further.,0,0,False,SKIPPED to avoid API rate limits
690759,@AppleSupport Ever since the new update to my watch the icon don't show up when I get a twitter notification,software_issue,software_issue,high,ESCALATE_TO_HUMAN,"The customer is reporting a specific software bug (missing icons for Twitter notifications) following an update. The provided historical evidence does not contain any troubleshooting steps or solutions for Apple Watch notification issues, only unrelated examples for order tracking, app crashes, and cancellations. Therefore, a grounded reply cannot be drafted, and the issue requires human escalation.",We are sorry to hear about the issue with your Apple Watch notifications. Our team is reviewing your case and will assist you shortly.,0,0,False,SKIPPED to avoid API rate limits
2815592,"Updated my phone and suddenly itâ€™s glitching like crazy, closing out of apps, and being extremely slow. Thanks @115858 ðŸ˜­",software_issue,software_issue,high,ESCALATE_TO_HUMAN,"The customer is reporting a system-wide software issue (glitching, app closing, slowness) following an iOS update. The provided historical evidence only contains solutions for specific app crashes (reinstalling) and payment/website errors, which are not applicable to a general OS performance degradation. Therefore, the issue cannot be resolved with the available evidence and requires human escalation.",We are sorry to hear about the performance issues you are experiencing after your update. Our team is currently investigating this matter to provide a proper solution.,0,0,False,SKIPPED to avoid API rate limits
515830,@AppleSupport what the actual fuck is this https://t.co/69duaNrRLe,other,complaint_feedback,high,ESCALATE_TO_HUMAN,"The customer message contains strong profanity and a link to an unknown issue, which requires human review to determine the specific context and appropriate response.",We are sorry to hear about your experience. A specialist will review your message shortly.,0,0,False,SKIPPED to avoid API rate limits
1713714,@115858 please tell me how to fix this super annoying problem pertaining to I or as you have it autocorrecting to Iï¸Iï¸,how_to_and_inquiry,software_issue,high,ESCALATE_TO_HUMAN,"The customer is reporting a specific software bug (autocorrect behavior) that is not addressed in the provided historical evidence, which only covers order tracking, payment failures, and subscription cancellations. Therefore, a grounded troubleshooting response cannot be generated.",We are sorry to hear about the issue you are experiencing. Our team is reviewing your request and will assist you shortly.,0,0,False,SKIPPED to avoid API rate limits
767422,@AppleSupport iPhone 7 Plus battery draining and iPhone 6 Constantly freezing and switching off since I updated to iOS  11.0.2 #apple #iOS11,software_issue,software_issue,high,ESCALATE_TO_HUMAN,"The customer is reporting specific hardware and software issues (battery draining, freezing, switching off) related to an iOS update. The provided historical evidence only covers app crashes, billing, and order tracking, which is insufficient to provide a grounded troubleshooting solution for these specific device-level problems.",We are sorry to hear about the issues with your devices. Please contact our support team for further assistance.,0,0,False,SKIPPED to avoid API rate limits
2144582,Ok yâ€™all bitches rly getting on my nerves wit that question mark in the box shit when Iï¸ wanna type â€œIï¸â€ @115858 Iï¸ HATE YALL,complaint_feedback,complaint_feedback,high,ESCALATE_TO_HUMAN,"Customer is expressing strong negative feedback and frustration regarding a specific UI element (question mark in box) and general service experience. Historical evidence indicates that complaints about agent behavior or service quality are handled by coaching or supervisor intervention, which requires human review to determine the specific context of the 'question mark' issue and the customer's sentiment.",@115858 we will coach the agent,0,0,False,SKIPPED to avoid API rate limits
1529990,I didnâ€™t update my phone so I can still see â€œ! ? Boxâ€ get it tf together @115858,software_issue,complaint_feedback,high,ESCALATE_TO_HUMAN,"The customer message contains profanity and expresses strong dissatisfaction (complaint/feedback) regarding a software issue (update/feature visibility). The provided historical evidence consists only of order tracking, subscription cancellation, and return requests, which are irrelevant to this software/UX complaint. Therefore, there is no grounded evidence to draft a specific technical or policy-based reply, requiring human intervention to address the complaint and technical issue.",We are sorry to hear about the frustration with your device. Our team is reviewing your case to assist you further.,0,0,False,SKIPPED to avoid API rate limits
164208,"@AppleSupport Is ""Siri voice"" synced via iCloud? All my devices now use American (Female) despite me only changing it on my iPhone yesterday?",how_to_and_inquiry,how_to_and_inquiry,high,ESCALATE_TO_HUMAN,"The customer is asking a specific technical question about iCloud sync behavior for Siri voice settings. The provided historical evidence consists only of unrelated examples regarding order tracking, billing, and supervisor requests, offering no information on Siri or iCloud settings. Therefore, a grounded answer cannot be drafted, and the issue requires human expertise.",We are looking into this for you now.,0,0,False,SKIPPED to avoid API rate limits
2053417,"@AppleSupport Hi! Can i ask something about Appstore authorizations hold charge?
Thanks!",how_to_and_inquiry,account_and_billing,high,ESCALATE_TO_HUMAN,Business Rule: account_and_billing requires manual verification or physical diagnosis.,Hi! I am looking into the App Store authorization hold charge for you. Please allow me a moment to review your account details.,0,0,False,SKIPPED to avoid API rate limits
2082683,I really hope @115858 are working on a solution to everyoneâ€™s pre #iphone8 phones being completely messed up post #IOS11. This is unbearable ðŸ˜« #IRefuseToUpgrade,software_issue,software_issue,high,ESCALATE_TO_HUMAN,"The customer is reporting a significant software compatibility issue (iOS 11 on pre-iPhone 8 devices) and expressing strong dissatisfaction. The provided historical evidence does not contain specific troubleshooting steps or solutions for this software bug, so a human agent is required to address the technical issue and manage the complaint.",We are sorry to hear about the issues you are experiencing with your device. We will look into this matter further.,0,0,False,SKIPPED to avoid API rate limits
1999701,@AppleSupport why is my iPhone 6 trying to autocorrect â€œIâ€ all of a sudden? https://t.co/MUmrigNzyp,complaint_feedback,software_issue,high,ESCALATE_TO_HUMAN,"The provided historical evidence does not contain any information regarding autocorrect settings or software behavior, making it impossible to provide a grounded troubleshooting step without hallucinating.",We are sorry to hear about the issue with your iPhone 6. Please allow our team to review this further.,0,0,False,SKIPPED to avoid API rate limits
2020909,@AppleSupport Iï¸ ðŸ‘ˆðŸ½ yâ€™all gone fix this?,other,other,high,ESCALATE_TO_HUMAN,Business Rule: Insufficient customer context (intent is 'other').,We are sorry to hear about the issue. Please provide more details about the problem so we can assist you better.,0,0,False,SKIPPED to avoid API rate limits
306955,@115948 @AppleSupport Can you fix â€œcreate radio stationâ€ I donâ€™t pay to listen to songs Iâ€™ve disliked and arenâ€™t even in the same genre,software_issue,software_issue,high,ESCALATE_TO_HUMAN,"The customer is reporting a specific software bug regarding the 'create radio station' feature (disliked songs playing). The provided historical evidence only covers subscription cancellation, payment failures, and agent rudeness, offering no troubleshooting steps or solutions for software bugs. Therefore, the issue cannot be resolved with the available evidence and requires human technical support.",We are sorry to hear about the issues you are experiencing with the radio station feature. We will escalate this to our technical team for further review.,0,0,False,SKIPPED to avoid API rate limits
1687686,How has @115858 not fixed this keyboard issue yet?!,complaint_feedback,hardware_issue,high,ESCALATE_TO_HUMAN,Business Rule: hardware_issue requires manual verification or physical diagnosis.,We are sorry to hear about the ongoing issue with your keyboard. Please allow us to investigate this further.,0,0,False,SKIPPED to avoid API rate limits
