split,conversation_id,tweet_id,brand,created_at,customer_text,keyword_hint,intent,labeler,notes,is_gold
train,1362784,1362784,DropboxSupport,2017-10-13 19:42:41+00:00,"@DropboxSupport Hi! I tweeted a Q over 3 hrs ago, but no ans yet &amp; seeing replies to Qs sent only 1 hr ago - pls answer mine? Thx Shelley 🙂",other,,,,False
train,241285,241285,DropboxSupport,2017-11-04 13:45:28+00:00,@DropboxSupport I CANT SEEM TO SIGN IN SO I CAN CANCEL MY 9.99 FEE EVERY MONTH.  JUST GET THE RUNAROUND ON YOUR SITE...GOING TO CONTACT bbb,account_access,,,,False
train,2533864,2533864,DropboxSupport,2017-10-28 03:57:27+00:00,@DropboxSupport You might want to update your logo on GitHub. https://t.co/irasvAGSMb,other,,,,False
train,410434,410434,DropboxSupport,2017-10-08 12:04:49+00:00,@DropboxSupport I used to have an 'offline' folder in Dropbox from which I could easily upload documents via the doc picker. 1/2,other,,,,False
train,653984,653984,DropboxSupport,2017-11-21 00:04:53+00:00,Why is it that when I go to use my @118189 there's nothing but an MP3 of @29950 saying 'PLOT FLAGS!' in it? Life is weird.,other,,,,False
train,1992486,1992486,DropboxSupport,2017-10-31 02:11:04+00:00,"Spent an hour+ selecting photos to delete from my @118189 only to have the app randomly CRASH and deselect each one. 😭 OVER 1,000 CLICKS.",technical_issue,,,,False
train,2092394,2092394,DropboxSupport,2017-11-06 21:59:27+00:00,"@DropboxSupport Hi there, I've been trying for a few days to reactivate an account.  Tried __email__ and no luck.  Help?",account_access,,,,False
train,1513062,1513062,DropboxSupport,2017-10-26 23:59:03+00:00,So 9 - count em - kernel panics today on a MBP - looks like @118189 is to blame. Each time it’s listed as the reason in the log.,other,,,,False
train,495657,495657,DropboxSupport,2017-12-01 13:53:31+00:00,Hi @DropboxSupport you keep saying the my dropbox is almost full and it wont now sync - however it has almost 2GB left - why is this please? Bizarre,other,,,,False
train,750226,750226,DropboxSupport,2017-10-21 18:11:27+00:00,"Donc @118189 Linux. Bug signalé depuis &gt; 1 ans. Pas de correctif, support évasif. C'est déplorable pour le prix du produit.",technical_issue,,,,False
train,1356178,1356178,DropboxSupport,2017-10-18 15:05:51+00:00,@118189 @116029 @DropboxSupport Could you help with smartsync - it does not show up in the application https://t.co/2mXB4CQhYL,other,,,,False
train,1316232,1316232,DropboxSupport,2017-10-27 03:58:46+00:00,"@DropboxSupport - Dropbox seems to either want to recognize my wife's iPhone 6, or my iPhone 5 - never both. What do I do? https://t.co/PSwWbstDvg",escalation_human,,,,False
train,2149627,2149627,DropboxSupport,2017-10-18 22:47:15+00:00,@118189 is there a way to try showcases before paying for it?,other,,,,False
train,2092443,2092443,DropboxSupport,2017-11-07 09:23:59+00:00,@118189 hey wuu2 WDC whats happnin,other,,,,False
train,2901835,2901835,DropboxSupport,2017-11-28 15:09:41+00:00,@DropboxSupport is it possible to email files to a specific Dropbox folder?,other,,,,False
train,929561,929561,DropboxSupport,2017-10-21 10:32:07+00:00,@118189 Why take away the icon checkmark? Such a helpful visual clue! Now gives the impression the app is disconnected or dead. Bad idea :(,other,,,,False
train,615106,615106,DropboxSupport,2017-10-02 20:10:22+00:00,"I have done that twice, and unlinked the app.  NO difference, still simply says “connecting” https://t.co/Fr4v7DivN4",other,,,,False
train,1980047,1980047,DropboxSupport,2017-10-29 00:57:12+00:00,"@116029- I have called, emailed and filled out a form. How do I get a response about my account?",account_access,,,,False
train,2519210,2519210,DropboxSupport,2017-11-15 01:00:23+00:00,@DropboxSupport Dropbox can't establish secure internet connection,other,,,,False
train,1156112,1156112,DropboxSupport,2017-07-06 14:23:20+00:00,@DropboxSupport Please add support for other U2F capable browsers like Opera and Firefox (via plugin). Having to use codes is a right pain!!,other,,,,False
train,1101697,1101697,DropboxSupport,2017-10-22 19:23:58+00:00,@DropboxSupport Bring back the green checkbox!,other,,,,False
train,1979792,1979792,DropboxSupport,2017-10-25 17:05:25+00:00,"Equipe @118189 por favor me devolva meu check verde. 

Com amor",other,,,,False
train,1830413,1830413,DropboxSupport,2017-10-14 11:30:17+00:00,"@118189 : my Mac is stuck “Connecting”, your status site says everything is okay, I rebooted my Mac with no luck. What do I do next?",other,,,,False
train,52714,52714,DropboxSupport,2017-10-31 18:52:09+00:00,"Hi, me too, @DropboxSupport. Clients are assuming I did something badly. https://t.co/V6am37etMc",other,,,,False
train,2863951,2863951,DropboxSupport,2017-11-27 19:09:18+00:00,"@DropboxSupport 
Hello! I recently uploaded a video to my Dropbox account, but it has no thumbnail to the video. How do I fix this? Thanks!",account_access,,,,False
train,1948519,1948519,DropboxSupport,2017-10-30 14:21:30+00:00,I can assure you I wont be using @118189 anymore. The hoops you have to go through to try and get a customer service connect is dumb,other,,,,False
train,619205,619205,DropboxSupport,2017-10-03 23:06:48+00:00,"Looks like @118189 employees were too scared to speak up about these ugly logo colors, or were simply ignored: https://t.co/EJGa7SxcRo https://t.co/au1GlHGRU6",other,,,,False
train,1062925,1062925,DropboxSupport,2017-10-21 20:59:50+00:00,"@118189 srsly smartsync only for pro acc? think twice, you lose loyalty",other,,,,False
train,2365760,2365760,DropboxSupport,2017-11-11 16:13:55+00:00,@DropboxSupport How do I pay with debit card?,billing_payment,,,,False
train,1763319,1763319,DropboxSupport,2017-10-17 20:52:10+00:00,"Once video is supported in @118189 Showcase, thats a game changer. Allow some sort of timecode commenting system (ala vimeo), we're good!",other,,,,False
train,2766862,2766862,DropboxSupport,2017-11-21 00:50:08+00:00,How do you know when you are connected to the Internet? When your @118189 tray icon turns white!,other,,,,False
train,2222845,2222845,DropboxSupport,2017-11-09 00:56:55+00:00,@DropboxSupport is there a way to find duplicate files via the mobile Dropbox app? I know I have quite a few and want to free up the space.,other,,,,False
train,482204,482204,DropboxSupport,2017-11-27 23:53:42+00:00,"Dear @118189, I hate your browser interface.",other,,,,False
train,193041,193041,DropboxSupport,2017-09-30 21:14:23+00:00,Looks like @118189 @DropboxSupport advertises on hatebart.  @151368 https://t.co/l6276FrwwD,other,,,,False
train,1339451,1339451,DropboxSupport,2017-10-27 11:21:27+00:00,@DropboxSupport How can I control reminders for Showcase emails? I can see this annoying some clients who download docs without signing in,technical_issue,,,,False
train,406584,406584,DropboxSupport,2017-10-07 12:01:06+00:00,@DropboxSupport stuff still broken in iOS 11. Can’t find photos and makes these stupid thumbnails for some reason. https://t.co/NSFixFyfQV,technical_issue,,,,False
train,1205976,1205976,DropboxSupport,2017-10-25 00:49:26+00:00,Trying out @118189 Professional for the Smart Sync + Showcase. See if I can find good use for the Showcase feature. Smart Sync is ace 👌,product_info,,,,False
train,1960098,1960098,DropboxSupport,2017-10-30 20:12:22+00:00,Why does @118189 have absolutely no way to talk to a human 🤦‍♂️🤦‍♂️🤦‍♂️ this is crazy!! I need to fix my account,account_access,,,,False
train,1219569,1219569,DropboxSupport,2017-10-24 18:06:45+00:00,@DropboxSupport Another one: systray DropBox (Windows 10 Pro) has been saying this for the past few days (I've exited &amp; restarted Dropbox): https://t.co/KtM1lS7nkW,other,,,,False
train,2168048,2168048,DropboxSupport,2017-11-07 23:35:47+00:00,"I’m stuck in a world where @DropboxSupport demands admin rights for my computer (never again, Dropbox...) and @636162 doesn’t actually sync filetypes I need synced by a file syncing service. And @29961 can’t be trusted to not-corrupt anything that’s not a Google Doc😫😓",complaint_feedback,,,,False
train,2222823,2222823,DropboxSupport,2017-11-09 08:05:09+00:00,"@DropboxSupport There are some files that are not synced to one of my Dropbox clients. I Uninstalled, removed the entire folder, reinstalled and synced. Some files are missing in a folder. When I right-click, open on https://t.co/s2Adl1wlys, everything is there.
Client on win10",other,,,,False
train,1775609,1775609,DropboxSupport,2017-10-06 18:55:35+00:00,@DropboxSupport your camera uploads since iOS 11 are a mess. Uploading the wrong jpegs after key frame change (before wifi),other,,,,False
train,685432,685432,DropboxSupport,2017-11-22 17:38:12+00:00,@DropboxSupport Why I can only restore today's versions of a file? All older versions are greyed out.,other,,,,False
train,2970366,2970366,DropboxSupport,2017-11-29 20:57:49+00:00,"@DropboxSupport  We are using a ""Dropbox for Business"" reseller, and need to move to our own account. We are told this is impossible without disrupting our service? If so will need to leave Dropbox for good.",account_access,,,,False
train,2327517,2327517,DropboxSupport,2017-11-12 22:57:33+00:00,@115993 preapproved payments have been raping my bank account for years .  It's hard  to get to the manage page and you have to cancel one by one.  Re billing is one of the dirtiest internet schemes I'm looking at you @118189,billing_payment,,,,False
train,2124286,2124286,DropboxSupport,2017-11-07 16:59:21+00:00,"@DropboxSupport guys, if you cut my Dropbox Business service after i ask for a refund, you should at least give me said refund...",refund_cancellation,,,,False
train,2119068,2119068,DropboxSupport,2017-11-07 10:02:57+00:00,"Hi @DropboxSupport, you've been taking a Premium subscription fee out of my Paypal for the last 10 months, after i cancelled. why?",refund_cancellation,,,,False
train,2823327,2823327,DropboxSupport,2017-11-24 19:15:07+00:00,Am I the only one who hates the new way @118189 lists files out?,other,,,,False
train,1000453,1000453,DropboxSupport,2017-11-17 18:18:06+00:00,@DropboxSupport I need to know how to sync two separate dropbox accounts to my computer. Or if this is possible.,account_access,,,,False
train,1678385,1678385,DropboxSupport,2017-11-03 09:27:20+00:00,"@DropboxSupport paper was shared with me+30, moved it to a folder, now people r requesting access to my folder. Have I hijacked that paper?",other,,,,False
train,2897460,2897460,DropboxSupport,2017-11-27 01:56:47+00:00,@118189 anyone that could DM me about my account i think ive been suspended but not sure why.,account_access,,,,False
train,1824375,1824375,DropboxSupport,2017-10-15 09:30:40+00:00,@118189 Dropbox service is having heavy issue in UAE..desktop application not connecting and dropbox website in accessible @DropboxSupport,technical_issue,,,,False
train,2331266,2331266,DropboxSupport,2017-11-12 09:39:50+00:00,"@DropboxSupport
Hi, I have been facing this issue on my desktop which is running on Win 7 2GB ram 32 bit OS , I have tried offline installer as well as online installer ""Dropbox 38.4.27"",
but it just hangs up forever on my desktop which shows (not responding). 
Thanks",technical_issue,,,,False
train,2609739,2609739,DropboxSupport,2017-11-16 14:37:26+00:00,"Thank you, @DropboxSupport, for the good customer service and quick turnaround time.",other,,,,False
train,641280,641280,DropboxSupport,2017-11-20 15:42:15+00:00,@118189 when is the auto upload of camera photos coming back in the app? This is the #1 reason I use your product and the feature is gone!,product_info,,,,False
train,1934111,1934111,DropboxSupport,2017-10-17 08:27:23+00:00,Hats off to @116029 for resolving my issue so professionally &amp; kindly. Very much appreciated. Previous tweet deleted. Spoke to soon,technical_issue,,,,False
train,149047,149047,DropboxSupport,2017-11-23 20:57:10+00:00,@116029 are you having any blackfriday deals? Cybermonday?,other,,,,False
train,192909,192909,DropboxSupport,2017-09-28 22:55:38+00:00,@118189 can you please address my issue? 8 days and still no resolution on my account,account_access,,,,False
train,1824519,1824519,DropboxSupport,2017-10-15 08:13:38+00:00,Hey @118189 @DropboxSupport your servers are down. Please fix it so I can stop having a panic attack. Thank you!!! &lt;3,technical_issue,,,,False
train,488492,488492,DropboxSupport,2017-11-28 17:13:10+00:00,@118189 this page is severely ugly/broken on Chrome/macOS https://t.co/s029AjF0eC https://t.co/T5vEw8vOu3,technical_issue,,,,False
train,1831960,1831960,DropboxSupport,2017-10-14 11:47:41+00:00,"Is there a problem with @118189 at the moment? Cannot sign in... and I keep far too many important docs in there, one of which I need now!",account_access,,,,False
train,2350036,2350036,DropboxSupport,2017-11-09 21:53:40+00:00,@dropboxsupport Where can I find the RSS feed of upload/sync events? Seems to have disappeared. I’m a paid Dropbox Plus subscriber.,other,,,,False
train,1492087,1492087,DropboxSupport,2017-10-15 09:23:44+00:00,@118189 is there an expected response time for a complaint that was lodged last Wednesday for funds falsely taken?,other,,,,False
train,983173,983173,DropboxSupport,2017-10-10 21:04:05+00:00,@DropboxSupport why did I just get a message that my space was reduced?,other,,,,False
train,1090905,1090905,DropboxSupport,2017-10-22 19:28:05+00:00,@DropboxSupport ive lost my Green Ticks &amp; Blue Uploading MAC Finder,other,,,,False
train,1466704,1466704,DropboxSupport,2017-10-31 11:49:23+00:00,@DropboxSupport my app has been syncing 3 files for days. Is there any way I can check which are these files? How can I fix it?,other,,,,False
train,2926137,2926137,DropboxSupport,2017-11-13 21:53:34+00:00,@DropboxSupport my account is closed how can I get it back?,account_access,,,,False
train,1857504,1857504,DropboxSupport,2017-10-17 14:20:29+00:00,"Hey @118189, having a number to call that only leads to telling people to go online to get help is actually not helpful at all.",other,,,,False
train,615070,615070,DropboxSupport,2017-10-03 16:24:54+00:00,This @118189 redesign couldn’t be any bolder: https://t.co/WWjAhv58BH https://t.co/aTr6j8QJa9,other,,,,False
train,2582366,2582366,DropboxSupport,2017-11-16 00:41:44+00:00,"@DropboxSupport If I want to search for video files with certain words in the title, created during a specific time period, how would I do so?",other,,,,False
train,2187465,2187465,DropboxSupport,2017-11-08 23:33:50+00:00,"@118189 you guys have horrible CS, after waiting for a representative, I was told to restart the chat.  i'm just asking for a quick step by step to modify link settings on iphone.  shouldn't be that complicated.",escalation_human,,,,False
train,878474,878474,DropboxSupport,2017-10-19 19:31:35+00:00,@DropboxSupport Good afternoon!  I just messaged you with a question regarding Smart Sync.,other,,,,False
train,2929621,2929621,DropboxSupport,2017-11-13 20:37:26+00:00,"@DropboxSupport IMPOSSIBLE TO DOWNGRADE, NO CANCEL BUTTON T BE FOUND AT BOTTOM PLAN TAB PAGE! https://t.co/YdhRgsVPqf",refund_cancellation,,,,False
train,52704,52704,DropboxSupport,2017-11-01 18:07:10+00:00,@DropboxSupport Did you guys change something with the iPhone App? Videos and other content won’t play regardless of internet connection.,escalation_human,,,,False
train,1817858,1817858,DropboxSupport,2017-10-14 11:20:06+00:00,"@DropboxSupport Hello, I am getting this error 500 screen, can you help please? https://t.co/bTEAB6ordk",technical_issue,,,,False
train,2163142,2163142,DropboxSupport,2017-10-17 16:36:49+00:00,So I have a @118189 account which used to be called 'Professional' (over the Regular account). I got to try out a new advertised feature &amp;…,account_access,,,,False
train,1150357,1150357,DropboxSupport,2017-10-23 15:38:36+00:00,"@DropboxSupport 
I am having problems signing in. 
Does this happen often?",other,,,,False
train,1520257,1520257,DropboxSupport,2017-11-03 14:47:47+00:00,@DropboxSupport i need help! please reply to my messages!,other,,,,False
train,237290,237290,DropboxSupport,2017-09-22 16:01:56+00:00,@118189 how much work did it take to get into the new #iOS11 Files app?,other,,,,False
train,2573121,2573121,DropboxSupport,2017-11-15 09:59:41+00:00,"I keep disliking the @118189 web client most recent layout. It feels weird. It should present the user with the regular folders as it previously was. Now I have to open DB, click Files, then select the folder I want — it’s UX is more verbose like.",other,,,,False
train,2901832,2901832,DropboxSupport,2017-11-28 15:31:09+00:00,"@DropboxSupport Hey guys, how do you delete the sample team folders in Dropbox business? I'm no longer subscribed.",other,,,,False
train,1433277,1433277,DropboxSupport,2017-10-14 14:59:15+00:00,@DropboxSupport how can I transfer responsibility for Billing to another team admin?,billing_payment,,,,False
train,1508435,1508435,DropboxSupport,2017-11-03 10:27:29+00:00,"@DropboxSupport Hi support team. I've just accidentally deleted our whole dropbox and when I try to restore those files, the restoration reaches halfway and then website times out to an error page 'Error (4xx)'. How can I fix this?",technical_issue,,,,False
train,1364594,1364594,DropboxSupport,2017-10-27 17:53:48+00:00,"@DropboxSupport having issues with password protected files and not being able to upload files. Help, please!",account_access,,,,False
train,1817816,1817816,DropboxSupport,2017-10-14 11:46:23+00:00,@DropboxSupport Checked Down Detector site says service is down in my area while your status site says it's up.  Come Clean!  Up or Dow?!!!,technical_issue,,,,False
train,833670,833670,DropboxSupport,2017-10-06 17:42:50+00:00,"@DropboxSupport You guys are infuriating with no phone support! I have a billing question not answered in your help forum, help!",billing_payment,,,,False
train,1948499,1948499,DropboxSupport,2017-10-29 04:23:28+00:00,Any reason why the Dropbox app refuses to download update from the iOS app store? Just spins the icon for hours. @DropboxSupport,technical_issue,,,,False
train,1043019,1043019,DropboxSupport,2017-10-10 08:51:11+00:00,"@118189 wow, accepting that 2GB free work Dropbox was a mistake. Disentangling my personal space from it was like slicing spaghetti #gone",other,,,,False
train,658835,658835,DropboxSupport,2017-10-04 19:22:22+00:00,"Using new @118189 website on my mom's old laptop is a disaster. None of the ""links"" work, especially not Log in, no graceful degradation.",other,,,,False
train,653957,653957,DropboxSupport,2017-11-21 13:17:24+00:00,"@118189 Hi guys, am trying to restore a previous version of a file in my Dropbox and am receiving an Error 500 message, is there anything you guys can do to help? Cheers!",technical_issue,,,,False
train,1979868,1979868,DropboxSupport,2017-10-25 17:06:35+00:00,hey @118189 how do I link my account to twitter?,account_access,,,,False
train,612340,612340,DropboxSupport,2017-09-29 20:05:55+00:00,"@118189, work on your UX, we mistakenly upgraded to your team plan, got billed annually and you refuse a refund?? #crooks #badbusiness",billing_payment,,,,False
train,2092434,2092434,DropboxSupport,2017-11-06 17:52:55+00:00,"@DropboxSupport On getting access to sharing files from other dropboxes, you have to enter a CaptCHA, but there is no CaptCHA",other,,,,False
train,1458883,1458883,DropboxSupport,2017-10-20 11:06:01+00:00,"@DropboxSupport  Need help with account set up and possible conversion to Business, but cant reach anyone...",account_access,,,,False
train,1094013,1094013,DropboxSupport,2017-10-21 05:15:36+00:00,"@DropboxSupport antes figuraba con fleche verde significando que esta conectado a internet,",other,,,,False
train,2370656,2370656,DropboxSupport,2017-11-12 14:42:56+00:00,"@DropboxSupport How can I change the option in dropbox that makes mac files compatible with windows, i want to keep original uploaded format?",other,,,,False
train,1407886,1407886,DropboxSupport,2017-10-31 20:49:27+00:00,Dear @DropboxSupport : Where the hell is the captcha? Thank you https://t.co/G3TYqDSlEP,other,,,,False
train,1070786,1070786,DropboxSupport,2017-10-20 14:04:11+00:00,"@DropboxSupport Hey! I’m a student &amp; I’m currently using ~0.9TB of my Plus plan, I was super excited to hear about smart sync becoming...",other,,,,False
train,1166320,1166320,DropboxSupport,2017-10-24 16:26:18+00:00,@DropboxSupport Hello ! Do you have a pricing for NGO in France ? Thanks,other,,,,False
train,1019918,1019918,DropboxSupport,2017-10-11 08:02:18+00:00,"@DropboxSupport 

We would like to cancel the automatically renewed subscription. Would you please cancel the payment, or give a refund?",refund_cancellation,,,,False
train,2766871,2766871,DropboxSupport,2017-11-21 08:00:55+00:00,Are you having tech issues today? @DropboxSupport My team is having trouble to access some folders and files. Thank you.,technical_issue,,,,False
train,2172993,2172993,DropboxSupport,2017-11-07 18:17:06+00:00,@118189 Please don't delete me,other,,,,False
train,2933930,2933930,DropboxSupport,2017-11-28 22:25:25+00:00,"@DropboxSupport I have tried to ask this via email, but it's never answered quite right. I use DropBox on my desktop as a back up for client files. How do I automatically update the backup daily with just the new files I've created that day? Without manually dragging them? Thx",product_info,,,,False
train,1062908,1062908,DropboxSupport,2017-10-05 15:23:40+00:00,Whatever #CreativeEnergy you bring—Dropbox is here to keep it flowing.,other,,,,False
train,1977619,1977619,DropboxSupport,2017-11-01 13:23:32+00:00,@DropboxSupport I haven't been able to find anyone who has the tools to help with the question about our billing cycle...,billing_payment,,,,False
train,376802,376802,DropboxSupport,2017-10-05 22:29:41+00:00,When dropbox won't let you upload files or make new folders... @dropboxsupport https://t.co/Esr0TgzaY2,other,,,,False
train,923467,923467,DropboxSupport,2017-10-03 15:14:25+00:00,@DropboxSupport I seem to have two accounts with you. I don't want to review one that's linked to my old email. How do I stop auto renewal?,account_access,,,,False
train,1895744,1895744,DropboxSupport,2017-10-23 02:54:35+00:00,@118189 @116029 I like how you guys charged me $750 for a trial and refuse to refund me. /sarcasm time to build my own File Sync.,billing_payment,,,,False
train,2858809,2858809,DropboxSupport,2017-11-27 15:23:24+00:00,@DropboxSupport are symlinked directories on macosx supported? i.e. i symlink /foo into my DB folder (~/DropBox/foo). No changes are being uploaded but remote changes are being applied right away,other,,,,False
train,1459599,1459599,DropboxSupport,2017-10-22 18:49:54+00:00,@118189 should come up with an external HDD that automatically syncs all your HDD when plugged in.,other,,,,False
train,2222806,2222806,DropboxSupport,2017-11-09 12:29:29+00:00,"@DropboxSupport My iPhone video files are uploading to Dropbox but only sync to my Windows 7 desktop as audio files. This just started yesterday, though I do it successfully every week. I rely on this for my daily business. Please help!",escalation_human,,,,False
train,2357786,2357786,DropboxSupport,2017-11-10 19:41:56+00:00,@DropboxSupport  I am still waiting support since over a month,other,,,,False
train,631271,631271,DropboxSupport,2017-11-21 16:22:48+00:00,"iOS @269607 for iPad is crashing on sync with the new update. On the iPhone, it’s fine.",technical_issue,,,,False
train,1779261,1779261,DropboxSupport,2017-10-04 17:17:34+00:00,"If @132673 makes it into the @118189 app, I'm in for a fun weekend of moving 400GB to another cloud storage...",other,,,,False
train,2168056,2168056,DropboxSupport,2017-11-08 08:06:25+00:00,@DropboxSupport Hi. When trying to register continually get this message. Any ideas? Thx. N https://t.co/6xyXXKIAe7,other,,,,False
train,2118993,2118993,DropboxSupport,2017-11-07 14:56:38+00:00,@DropboxSupport Sent a DM - what is the average response time to expect?,other,,,,False
train,214858,214858,DropboxSupport,2017-10-01 19:19:49+00:00,@118189 mi pc me borra archivos de la carpeta de Dropbox sin yo hacer nada... Que puedo hacer? https://t.co/2sHTnPQmjG,other,,,,False
train,1857464,1857464,DropboxSupport,2017-10-15 07:20:34+00:00,"@118189, I need some support service. App and website don’t acknowledge that I have an account.",account_access,,,,False
train,2124222,2124222,DropboxSupport,2017-11-06 19:17:54+00:00,@118189 web interface down! https://t.co/bGCmKMITNc is dropping packets files page wont load,technical_issue,,,,False
train,2573138,2573138,DropboxSupport,2017-11-16 11:50:05+00:00,"@118189 Thanks
Dropbox is useful and simple to use",other,,,,False
train,2136818,2136818,DropboxSupport,2017-11-07 20:08:45+00:00,@DropboxSupport I entered a pro key purchased from Dell. My Dropbox account accepted it but accts's expiration date did not change.,account_access,,,,False
train,2331183,2331183,DropboxSupport,2017-11-11 21:29:40+00:00,Would be cool if file-sharing services like @118189 / iCloud incorporated touchID or face-capture as optional requirement for receiver to view confidential files. Won't protect against secondary photos but would protect against link/doc password sharing,account_access,,,,False
train,2179693,2179693,DropboxSupport,2017-11-09 05:32:13+00:00,@118189 @324875 Would love to see this limitation fixed in your iOS 11 Files integration. https://t.co/R6ML5whBQL,other,,,,False
train,1829216,1829216,DropboxSupport,2017-10-16 16:29:30+00:00,@dropboxsupport I updated MacBookAir to El Capitan over w/e. Unsynced some folders to make space. Now finding files missing from db on iMac,other,,,,False
train,2124257,2124257,DropboxSupport,2017-11-06 00:08:17+00:00,when you don't update @118189 with your new card information and yet they somehow still charge you then put it in their system. 🙃😒,billing_payment,,,,False
train,2725427,2725427,DropboxSupport,2017-11-17 05:29:22+00:00,Fucked that major labels are now trying to pull bootlegs of official tracks from twitter claiming that it's pirated content. Smh. How are upcomers supposed to grow &amp; learn if they can't attempt to remix a song &amp; let people hear it.,other,,,,False
train,921871,921871,DropboxSupport,2017-10-09 14:16:24+00:00,@DropboxSupport Missing folder and files. Not deleted. Not in event log! Help!,other,,,,False
train,2477116,2477116,DropboxSupport,2017-11-14 03:46:58+00:00,Hello @DropboxSupport I can't see all the folders in our shared team folder and the admin has already granted me full access. Can you share the steps to do that? Thanks!,other,,,,False
train,869903,869903,DropboxSupport,2017-10-06 20:15:45+00:00,"@DropboxSupport If all the files I need are on Dropbox, I can delete them from my computer's harddrive, right?",other,,,,False
train,2421518,2421518,DropboxSupport,2017-11-11 17:37:25+00:00,"In case you’re trying to find the @118189 download link on their website, it’s there: https://t.co/DhjrJoTq63",technical_issue,,,,False
val,1843233,1843233,DropboxSupport,2017-10-17 12:37:12+00:00,"@DropboxSupport Trying to update my billing location from UK to Netherlands but getting this: ""This billing country change isn't supported""",billing_payment,,,,False
val,2477106,2477106,DropboxSupport,2017-11-14 08:26:05+00:00,This is driving me insane!!!! @DropboxSupport on Windows 10 WILL NOT uninstall despite following every suggestion on your website to do it. Fails every time. Please help!!!,other,,,,False
val,2124260,2124260,DropboxSupport,2017-11-08 15:37:05+00:00,What wrong with @118189? No access?,other,,,,False
val,615215,615215,DropboxSupport,2017-10-04 07:25:10+00:00,@118189 why did you remove the green check that signs everything is alright and I'm connected to the dropbox cloud?,other,,,,False
