tweet_id,customer_text,true_intent,decision,draft_reply,retrieved_evidence,human_score,,,,,,,,
2890793,#iOS 11.2 and so many minute bugs still there. Are you listening #Apple? @115858 https://t.co/MOE0107cfq,complaint_feedback,ESCALATE_TO_HUMAN,We are sorry to hear about the issues you are experiencing with iOS 11.2. Please allow our team to review your report.,"[{""customer_text"": ""the app is not working it crashes on open"", ""brand_reply"": ""@c07 try reinstalling the app"", ""similarity"": 0.2866568106732}, {""customer_text"": ""where is my order tracking number does nothing"", ""brand_reply"": ""@c13 package is delayed"", ""similarity"": 0.22085089734724983}, {""customer_text"": ""please cancel my subscription today"", ""brand_reply"": ""@c11 cancellation is done"", ""similarity"": 0.20303467044722817}]",3,,,,,,,,
859806,"@AppleSupport Having issues since #iOS11 with @4305. Not receiving all message notifications until I open the app, any reason for this?",software_issue,ESCALATE_TO_HUMAN,We are sorry to hear you are experiencing issues with message notifications. Our team is looking into this matter to assist you further.,"[{""customer_text"": ""the app is not working it crashes on open"", ""brand_reply"": ""@c07 try reinstalling the app"", ""similarity"": 0.3624140159120508}, {""customer_text"": ""where is my order tracking number does nothing"", ""brand_reply"": ""@c13 package is delayed"", ""similarity"": 0.2175447521693442}, {""customer_text"": ""website error 500 every time I click checkout"", ""brand_reply"": ""@c08 we are fixing the error"", ""similarity"": 0.18386323031338758}]",3,,,,,,,,
97067,Ok @115858: whatÃ¢â‚¬â„¢s the deal with iCal spontaneously shutting down while IÃ¢â‚¬â„¢m using it? ItÃ¢â‚¬â„¢s happening more frequently lately. Seems like an easy fix....?,software_issue,ESCALATE_TO_HUMAN,We are sorry to hear that iCal is shutting down. Please try reinstalling the app to see if that resolves the issue.,"[{""customer_text"": ""the app is not working it crashes on open"", ""brand_reply"": ""@c07 try reinstalling the app"", ""similarity"": 0.221799461134524}, {""customer_text"": ""website error 500 every time I click checkout"", ""brand_reply"": ""@c08 we are fixing the error"", ""similarity"": 0.21568940623633248}, {""customer_text"": ""the payment keeps failing on my card"", ""brand_reply"": ""@c06 try another payment method"", ""similarity"": 0.1918526000259142}]",4,,,,,,,,
926400,Why is my iPhone battery not lasting the day with average use and forget the Apple Watch connected as well :( #flatbattery @AppleSupport,software_issue,ESCALATE_TO_HUMAN,We are sorry to hear about the battery issues with your iPhone and Apple Watch. Our team will review your device details to assist you further.,"[{""customer_text"": ""why was I charged twice on my card this month"", ""brand_reply"": ""@c04 looking at the payment now"", ""similarity"": 0.31750991635006054}, {""customer_text"": ""the app is not working it crashes on open"", ""brand_reply"": ""@c07 try reinstalling the app"", ""similarity"": 0.24729875561205614}, {""customer_text"": ""please cancel my subscription today"", ""brand_reply"": ""@c11 cancellation is done"", ""similarity"": 0.19460705158283553}]",3,,,,,,,,
1445654,Still frustrated @115858 hasnÃ¢â‚¬â„¢t fixed the import issue into photos on MacBook! Cmon!! Ã°Å¸ËœÂ«Ã°Å¸ËœÂ«,software_issue,ESCALATE_TO_HUMAN,We are sorry to hear that the import issue persists. Please provide more details about the specific error or behavior you are experiencing so we can assist you further.,"[{""customer_text"": ""the payment keeps failing on my card"", ""brand_reply"": ""@c06 try another payment method"", ""similarity"": 0.1920135686245155}, {""customer_text"": ""the app is not working it crashes on open"", ""brand_reply"": ""@c07 try reinstalling the app"", ""similarity"": 0.14157516257016928}, {""customer_text"": ""where is my order tracking number does nothing"", ""brand_reply"": ""@c13 package is delayed"", ""similarity"": 0.12480887783797148}]",3,,,,,,,,
1273681,@AppleSupport I have a Apple Music subscription and every time I try to play a song I get this pop up. Can u pls tell me how to fix it. https://t.co/W2osB22Vx2,how_to_and_inquiry,ESCALATE_TO_HUMAN,We are sorry to hear that you are experiencing issues with Apple Music. Please provide more details about the error message you are seeing so we can assist you further.,"[{""customer_text"": ""please cancel my subscription today"", ""brand_reply"": ""@c11 cancellation is done"", ""similarity"": 0.30591723991987113}, {""customer_text"": ""the app is not working it crashes on open"", ""brand_reply"": ""@c07 try reinstalling the app"", ""similarity"": 0.27250032543898184}, {""customer_text"": ""website error 500 every time I click checkout"", ""brand_reply"": ""@c08 we are fixing the error"", ""similarity"": 0.24995575639203654}]",4,,,,,,,,
2441871,Anyone elseÃ¢â‚¬â„¢s phone freezing up or not able to open up apps since the most recent #iOS11 update @AppleSupport,software_issue,ESCALATE_TO_HUMAN,We are sorry to hear about the issues you are experiencing with your device. Please contact our support team for further assistance.,"[{""customer_text"": ""the app is not working it crashes on open"", ""brand_reply"": ""@c07 try reinstalling the app"", ""similarity"": 0.48262385463785573}, {""customer_text"": ""the payment keeps failing on my card"", ""brand_reply"": ""@c06 try another payment method"", ""similarity"": 0.19082217202691248}, {""customer_text"": ""website error 500 every time I click checkout"", ""brand_reply"": ""@c08 we are fixing the error"", ""similarity"": 0.18248605777499663}]",3,,,,,,,,
2037734,@AppleSupport  every time when I on @68710 ... my screen blast with last one year notifications,software_issue,ESCALATE_TO_HUMAN,We are sorry to hear about the issue with your notifications. Our team will review your account to assist you further.,"[{""customer_text"": ""where is my order tracking number does nothing"", ""brand_reply"": ""@c13 package is delayed"", ""similarity"": 0.2814878070429586}, {""customer_text"": ""the app is not working it crashes on open"", ""brand_reply"": ""@c07 try reinstalling the app"", ""similarity"": 0.24628185239922754}, {""customer_text"": ""please cancel my subscription today"", ""brand_reply"": ""@c11 cancellation is done"", ""similarity"": 0.2350734875040148}]",2,,,,,,,,
1875331,@115858 @AppleSupport watching @54680 and my iWatch went crazy... apple please explain? Ã°Å¸ËœÂ³Ã°Å¸â„¢â€ž #iwatchfail https://t.co/WzdJNPuau3,other,ESCALATE_TO_HUMAN,We are sorry to hear about the issue with your iWatch. Please contact our support team for further assistance.,"[{""customer_text"": ""where is my order tracking number does nothing"", ""brand_reply"": ""@c13 package is delayed"", ""similarity"": 0.2716661382384842}, {""customer_text"": ""please cancel my subscription today"", ""brand_reply"": ""@c11 cancellation is done"", ""similarity"": 0.2022393109419428}, {""customer_text"": ""your agent was rude and I am disappointed"", ""brand_reply"": ""@c17 we will coach the agent"", ""similarity"": 0.1799233900804073}]",3,,,,,,,,
2112844,"Dear @115858 I live in Nigeria, my battery is NEVER sufficiently charged. How can I stop this? Thanks. https://t.co/ycKtK7SMEQ",software_issue,ESCALATE_TO_HUMAN,We are sorry to hear about the charging issues you are experiencing. Our team will review your case to assist you further.,"[{""customer_text"": ""why was I charged twice on my card this month"", ""brand_reply"": ""@c04 looking at the payment now"", ""similarity"": 0.3686390053280006}, {""customer_text"": ""the payment keeps failing on my card"", ""brand_reply"": ""@c06 try another payment method"", ""similarity"": 0.30161251474790096}, {""customer_text"": ""I need a refund for last week's charge"", ""brand_reply"": ""@c10 refund request started"", ""similarity"": 0.25765220343027234}]",2,,,,,,,,
1924670,@AppleSupport how do I reply to a feedback email via the feedback app on the latest Beta for iOS11.1 Beta 5?,how_to_and_inquiry,ESCALATE_TO_HUMAN,We are sorry to hear you are having trouble with the Feedback app. Please contact a human agent for further assistance.,"[{""customer_text"": ""the app is not working it crashes on open"", ""brand_reply"": ""@c07 try reinstalling the app"", ""similarity"": 0.21182276728863728}, {""customer_text"": ""can I return this and get my money back"", ""brand_reply"": ""@c12 return label is on the way"", ""similarity"": 0.2088670259618878}, {""customer_text"": ""your agent was rude and I am disappointed"", ""brand_reply"": ""@c17 we will coach the agent"", ""similarity"": 0.18116537126147456}]",2,,,,,,,,
1211772,@AppleSupport Just updated from 10 to the latest iOS 11 on my iPhone 7plus  phone screen unresponsive many times in just a day since. Ã°Å¸Â¤â€Ã°Å¸ËœÂ¡,software_issue,ESCALATE_TO_HUMAN,We are sorry to hear about the issues with your iPhone. Please contact our support team for further assistance.,"[{""customer_text"": ""the app is not working it crashes on open"", ""brand_reply"": ""@c07 try reinstalling the app"", ""similarity"": 0.3021368147220917}, {""customer_text"": ""where is my order tracking number does nothing"", ""brand_reply"": ""@c13 package is delayed"", ""similarity"": 0.17657911569907553}, {""customer_text"": ""the payment keeps failing on my card"", ""brand_reply"": ""@c06 try another payment method"", ""similarity"": 0.1385746463760296}]",3,,,,,,,,
2968992,@115858 why can I no longer see my mile splits on my Activity App?,software_issue,ESCALATE_TO_HUMAN,"@115858 I am sorry to hear that you are experiencing issues with the Activity App. Since the provided historical evidence does not contain specific troubleshooting steps for missing data, I will escalate this to a specialist who can assist you further.","[{""customer_text"": ""the app is not working it crashes on open"", ""brand_reply"": ""@c07 try reinstalling the app"", ""similarity"": 0.3573023784519887}, {""customer_text"": ""where is my order tracking number does nothing"", ""brand_reply"": ""@c13 package is delayed"", ""similarity"": 0.29839323196900197}, {""customer_text"": ""why was I charged twice on my card this month"", ""brand_reply"": ""@c04 looking at the payment now"", ""similarity"": 0.19700598404787195}]",4,,,,,,,,
1681655,"@AppleSupport what the hell is going on?! 

Letters not working, phone is lagging, this iOS update is trash!",software_issue,ESCALATE_TO_HUMAN,We are sorry to hear about the issues you are experiencing with your device. Please contact our support team for further assistance.,"[{""customer_text"": ""the app is not working it crashes on open"", ""brand_reply"": ""@c07 try reinstalling the app"", ""similarity"": 0.3123657235121194}, {""customer_text"": ""the payment keeps failing on my card"", ""brand_reply"": ""@c06 try another payment method"", ""similarity"": 0.1942085292294081}, {""customer_text"": ""where is my order tracking number does nothing"", ""brand_reply"": ""@c13 package is delayed"", ""similarity"": 0.18922881626238308}]",3,,,,,,,,
1725758,Yo @115858 @AppleSupport your new IOS is a POS. Have had noting but issues since IOS 11 dropped. #DumpsterFire,complaint_feedback,ESCALATE_TO_HUMAN,We are sorry to hear about the issues you are experiencing with iOS 11. Please provide more details about the specific problems you are facing so we can assist you further.,"[{""customer_text"": ""the app is not working it crashes on open"", ""brand_reply"": ""@c07 try reinstalling the app"", ""similarity"": 0.3770574408678642}, {""customer_text"": ""where is my order tracking number does nothing"", ""brand_reply"": ""@c13 package is delayed"", ""similarity"": 0.1826713330919284}, {""customer_text"": ""the payment keeps failing on my card"", ""brand_reply"": ""@c06 try another payment method"", ""similarity"": 0.1295064981891178}]",4,,,,,,,,
